Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs	Gene names  (ordered locus )
A0A0M0JZ36	A0A0M0JZ36_9EUKA	unreviewed	Uncharacterized protein	Ctob_010733	Chrysochromulina tobinii	483		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JNC5	A0A0M0JNC5_9EUKA	unreviewed	Uncharacterized protein	Ctob_008471	Chrysochromulina tobinii	72						
A0A0M0JYJ7	A0A0M0JYJ7_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_010625	Chrysochromulina tobinii	173						
A0A0M0K591	A0A0M0K591_9EUKA	unreviewed	Peptide-methionine (S)-S-oxide reductase (EC 1.8.4.11)	Ctob_013929	Chrysochromulina tobinii	196			peptide-methionine (S)-S-oxide reductase activity [GO:0008113]	peptide-methionine (S)-S-oxide reductase activity [GO:0008113]	GO:0008113	
A0A0M0K817	A0A0M0K817_9EUKA	unreviewed	Signal transduction histidine kinase (Fragment)	Ctob_016564	Chrysochromulina tobinii	704			kinase activity [GO:0016301]	kinase activity [GO:0016301]	GO:0016301	
A0A0M0JU05	A0A0M0JU05_9EUKA	unreviewed	Uncharacterized protein	Ctob_006723	Chrysochromulina tobinii	622	cilium assembly [GO:0060271]; vesicle docking [GO:0048278]	centriole [GO:0005814]	centriole [GO:0005814]; cilium assembly [GO:0060271]; vesicle docking [GO:0048278]		GO:0005814; GO:0048278; GO:0060271	
A0A0M0L572	A0A0M0L572_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016651	Chrysochromulina tobinii	681						
A0A0M0JG02	A0A0M0JG02_9EUKA	unreviewed	Uncharacterized protein	Ctob_002803	Chrysochromulina tobinii	378						
A0A0M0LRX9	A0A0M0LRX9_9EUKA	unreviewed	Mitochondrial phosphate carrier protein	Ctob_008533	Chrysochromulina tobinii	420	mitochondrial phosphate ion transmembrane transport [GO:1990547]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; inorganic phosphate transmembrane transporter activity [GO:0005315]; mitochondrial phosphate ion transmembrane transport [GO:1990547]	inorganic phosphate transmembrane transporter activity [GO:0005315]	GO:0005315; GO:0016021; GO:1990547	
A0A0M0K006	A0A0M0K006_9EUKA	unreviewed	Flowering time control protein fca-like protein	Ctob_007077	Chrysochromulina tobinii	477			RNA binding [GO:0003723]	RNA binding [GO:0003723]	GO:0003723	
A0A0M0JMS7	A0A0M0JMS7_9EUKA	unreviewed	Camk camkl	Ctob_010717	Chrysochromulina tobinii	511			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
A0A0M0J9M5	A0A0M0J9M5_9EUKA	unreviewed	NAD(P)(+)--arginine ADP-ribosyltransferase (EC 2.4.2.31) (Mono(ADP-ribosyl)transferase) (Fragment)	Ctob_000839	Chrysochromulina tobinii	618	protein ADP-ribosylation [GO:0006471]		NAD+-protein-arginine ADP-ribosyltransferase activity [GO:0106274]; NADP+-protein-arginine ADP-ribosyltransferase activity [GO:0106275]; protein ADP-ribosylation [GO:0006471]	NAD+-protein-arginine ADP-ribosyltransferase activity [GO:0106274]; NADP+-protein-arginine ADP-ribosyltransferase activity [GO:0106275]	GO:0006471; GO:0106274; GO:0106275	
A0A0M0JW59	A0A0M0JW59_9EUKA	unreviewed	Uncharacterized protein	Ctob_011287	Chrysochromulina tobinii	612						
A0A0M0JYS4	A0A0M0JYS4_9EUKA	unreviewed	Palmitoyltransferase (EC 2.3.1.225)	Ctob_010761	Chrysochromulina tobinii	327		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]	protein-cysteine S-palmitoyltransferase activity [GO:0019706]	GO:0016021; GO:0019706	
A0A0M0LRJ2	A0A0M0LRJ2_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016418	Chrysochromulina tobinii	402						
A0A0M0JAU5	A0A0M0JAU5_9EUKA	unreviewed	Uncharacterized protein	Ctob_010658	Chrysochromulina tobinii	376		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JKT9	A0A0M0JKT9_9EUKA	unreviewed	Adenosine kinase (EC 2.7.1.20)	Ctob_005034	Chrysochromulina tobinii	358	AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]		adenosine kinase activity [GO:0004001]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]	adenosine kinase activity [GO:0004001]	GO:0004001; GO:0006166; GO:0044209	
A0A0M0JU83	A0A0M0JU83_9EUKA	unreviewed	Surface antigen-like protein (Fragment)	Ctob_015982	Chrysochromulina tobinii	317						
A0A0M0K1A0	A0A0M0K1A0_9EUKA	unreviewed	Pkd domain-containing protein (Fragment)	Ctob_014823	Chrysochromulina tobinii	499						
A0A0M0J5Y6	A0A0M0J5Y6_9EUKA	unreviewed	Uncharacterized protein	Ctob_000682	Chrysochromulina tobinii	265						
A0A0M0JKA6	A0A0M0JKA6_9EUKA	unreviewed	Uncharacterized protein	Ctob_000875	Chrysochromulina tobinii	301		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0L6M3	A0A0M0L6M3_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016603	Chrysochromulina tobinii	614						
A0A0M0LQA3	A0A0M0LQA3_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_014035	Chrysochromulina tobinii	967						
A0A0M0JRX1	A0A0M0JRX1_9EUKA	unreviewed	Uncharacterized protein	Ctob_009870	Chrysochromulina tobinii	75						
A0A0M0K1P0	A0A0M0K1P0_9EUKA	unreviewed	Uncharacterized protein	Ctob_004809	Chrysochromulina tobinii	148		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JV59	A0A0M0JV59_9EUKA	unreviewed	Uncharacterized protein	Ctob_003283	Chrysochromulina tobinii	305						
A0A0M0JUK6	A0A0M0JUK6_9EUKA	unreviewed	Uncharacterized protein	Ctob_004441	Chrysochromulina tobinii	468						
A0A0M0LQN4	A0A0M0LQN4_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016077	Chrysochromulina tobinii	384						
A0A0M0JUA3	A0A0M0JUA3_9EUKA	unreviewed	Crp fnr family transcriptional regulator	Ctob_012089	Chrysochromulina tobinii	356						
A0A0M0J7W9	A0A0M0J7W9_9EUKA	unreviewed	Uncharacterized protein	Ctob_004140	Chrysochromulina tobinii	305						
A0A0M0JEK2	A0A0M0JEK2_9EUKA	unreviewed	Uncharacterized protein	Ctob_005964	Chrysochromulina tobinii	539		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857	
A0A0M0JLA9	A0A0M0JLA9_9EUKA	unreviewed	Axonemal dynein light chain domain-containing protein 1	Ctob_008218	Chrysochromulina tobinii	486						
A0A0M0K678	A0A0M0K678_9EUKA	unreviewed	Uncharacterized protein	Ctob_007267	Chrysochromulina tobinii	132						
A0A0M0LRD2	A0A0M0LRD2_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_016075	Chrysochromulina tobinii	259						
A0A0M0K362	A0A0M0K362_9EUKA	unreviewed	Uncharacterized protein	Ctob_009289	Chrysochromulina tobinii	199		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0K993	A0A0M0K993_9EUKA	unreviewed	Uncharacterized protein	Ctob_016000	Chrysochromulina tobinii	298						
A0A0M0J930	A0A0M0J930_9EUKA	unreviewed	F5 8 type c domain protein	Ctob_006779	Chrysochromulina tobinii	618						
A0A0M0J597	A0A0M0J597_9EUKA	unreviewed	Uncharacterized protein	Ctob_002821	Chrysochromulina tobinii	147						
A0A0M0K066	A0A0M0K066_9EUKA	unreviewed	Calcium calmodulin-dependent protein kinase type 1d-like protein	Ctob_014363	Chrysochromulina tobinii	387			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	
A0A0M0JH68	A0A0M0JH68_9EUKA	unreviewed	Uncharacterized protein	Ctob_011641	Chrysochromulina tobinii	559		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JKU8	A0A0M0JKU8_9EUKA	unreviewed	Uncharacterized protein	Ctob_012879	Chrysochromulina tobinii	70						
A0A0M0K152	A0A0M0K152_9EUKA	unreviewed	DNA replication complex gins protein psf3	Ctob_015437	Chrysochromulina tobinii	232	DNA replication [GO:0006260]	nucleus [GO:0005634]	nucleus [GO:0005634]; DNA replication [GO:0006260]		GO:0005634; GO:0006260	
A0A0M0JYT4	A0A0M0JYT4_9EUKA	unreviewed	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	Ctob_004387	Chrysochromulina tobinii	191			peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0003755	
A0A0M0JP11	A0A0M0JP11_9EUKA	unreviewed	Sh2 domain-containing protein	Ctob_013282	Chrysochromulina tobinii	833		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524; GO:0016021	
A0A0M0JSE5	A0A0M0JSE5_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_008820	Chrysochromulina tobinii	414						
A0A0M0JYK1	A0A0M0JYK1_9EUKA	unreviewed	Adenylate kinase	Ctob_009164	Chrysochromulina tobinii	554			adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]	adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]	GO:0004017; GO:0005524	
A0A0M0JN31	A0A0M0JN31_9EUKA	unreviewed	F-box domain-containing protein	Ctob_009676	Chrysochromulina tobinii	2285						
A0A0M0JI59	A0A0M0JI59_9EUKA	unreviewed	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (Fragment)	Ctob_006970	Chrysochromulina tobinii	630			ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]	GO:0004842	
A0A0M0JLT1	A0A0M0JLT1_9EUKA	unreviewed	Aspartyl asparaginyl beta-hydroxylase	Ctob_002350	Chrysochromulina tobinii	537	peptidyl-aspartic acid hydroxylation [GO:0042264]		peptidyl-aspartic acid 3-dioxygenase activity [GO:0062101]; peptidyl-aspartic acid hydroxylation [GO:0042264]	peptidyl-aspartic acid 3-dioxygenase activity [GO:0062101]	GO:0042264; GO:0062101	
A0A0M0JS11	A0A0M0JS11_9EUKA	unreviewed	Cytoplasmic dynein 2 heavy chain 1 isoform 1	Ctob_007610	Chrysochromulina tobinii	2481	microtubule-based movement [GO:0007018]	cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]	cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; microtubule-based movement [GO:0007018]	ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]	GO:0005524; GO:0005737; GO:0005874; GO:0007018; GO:0008569; GO:0030286	
A0A0M0JVN1	A0A0M0JVN1_9EUKA	unreviewed	Uncharacterized protein	Ctob_009742	Chrysochromulina tobinii	138						
A0A0M0J8E5	A0A0M0J8E5_9EUKA	unreviewed	Hexosyltransferase (EC 2.4.1.-)	Ctob_002052	Chrysochromulina tobinii	466	protein glycosylation [GO:0006486]	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; hexosyltransferase activity [GO:0016758]; protein glycosylation [GO:0006486]	hexosyltransferase activity [GO:0016758]	GO:0000139; GO:0006486; GO:0016021; GO:0016758	
A0A0M0JJK5	A0A0M0JJK5_9EUKA	unreviewed	Zinc phosphodiesterase elac protein 2-like protein (Fragment)	Ctob_006819	Chrysochromulina tobinii	470	RNA processing [GO:0006396]	nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]	nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; RNA binding [GO:0003723]; RNA processing [GO:0006396]	RNA binding [GO:0003723]	GO:0003723; GO:0005634; GO:0006396; GO:1990904	
A0A0M0JK11	A0A0M0JK11_9EUKA	unreviewed	Fe2OG dioxygenase domain-containing protein	Ctob_005768	Chrysochromulina tobinii	1048		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; dioxygenase activity [GO:0051213]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	dioxygenase activity [GO:0051213]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	GO:0005506; GO:0016021; GO:0016705; GO:0031418; GO:0051213	
A0A0M0JNH2	A0A0M0JNH2_9EUKA	unreviewed	Sbno1 protein (Fragment)	Ctob_009041	Chrysochromulina tobinii	1544	regulation of transcription, DNA-templated [GO:0006355]		regulation of transcription, DNA-templated [GO:0006355]		GO:0006355	
A0A0M0K8D3	A0A0M0K8D3_9EUKA	unreviewed	3-oxoacyl-[acyl-carrier-protein] synthase	Ctob_014843	Chrysochromulina tobinii	456	fatty acid biosynthetic process [GO:0006633]		3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]	GO:0004315; GO:0006633	
A0A0M0K5L4	A0A0M0K5L4_9EUKA	unreviewed	Histone acetyltransferase (EC 2.3.1.48)	Ctob_008119	Chrysochromulina tobinii	732	regulation of transcription, DNA-templated [GO:0006355]	nucleus [GO:0005634]	nucleus [GO:0005634]; histone acetyltransferase activity [GO:0004402]; regulation of transcription, DNA-templated [GO:0006355]	histone acetyltransferase activity [GO:0004402]	GO:0004402; GO:0005634; GO:0006355	
A0A0M0JLX8	A0A0M0JLX8_9EUKA	unreviewed	Translation elongation factor g	Ctob_003179	Chrysochromulina tobinii	476			GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525	
A0A0M0LSP0	A0A0M0LSP0_9EUKA	unreviewed	Uncharacterized protein	Ctob_015733	Chrysochromulina tobinii	689						
A0A0M0JDV6	A0A0M0JDV6_9EUKA	unreviewed	Uncharacterized protein	Ctob_004358	Chrysochromulina tobinii	323		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JZX9	A0A0M0JZX9_9EUKA	unreviewed	Uncharacterized protein	Ctob_005539	Chrysochromulina tobinii	1778						
A0A0M0K8V1	A0A0M0K8V1_9EUKA	unreviewed	Wd40 repeat-containing protein	Ctob_010020	Chrysochromulina tobinii	1247			kinase activity [GO:0016301]	kinase activity [GO:0016301]	GO:0016301	
A0A0M0JI34	A0A0M0JI34_9EUKA	unreviewed	ADP-ribosylation crystallin j1	Ctob_006496	Chrysochromulina tobinii	224						
A0A0M0JH00	A0A0M0JH00_9EUKA	unreviewed	Glycosyltransferase cazy family gt34-like protein	Ctob_002802	Chrysochromulina tobinii	818		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; glycosyltransferase activity [GO:0016757]; sulfotransferase activity [GO:0008146]	glycosyltransferase activity [GO:0016757]; sulfotransferase activity [GO:0008146]	GO:0008146; GO:0016021; GO:0016757	
A0A0M0K3P2	A0A0M0K3P2_9EUKA	unreviewed	DNA polymerase epsilon catalytic subunit (EC 2.7.7.7)	Ctob_013615	Chrysochromulina tobinii	862	DNA repair [GO:0006281]; DNA replication [GO:0006260]	epsilon DNA polymerase complex [GO:0008622]	epsilon DNA polymerase complex [GO:0008622]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	GO:0000166; GO:0003677; GO:0003887; GO:0006260; GO:0006281; GO:0008622; GO:0046872; GO:0051539	
A0A0M0JTV1	A0A0M0JTV1_9EUKA	unreviewed	Flagellar outer dynein arm heavy chain gamma	Ctob_009047	Chrysochromulina tobinii	4555	microtubule-based movement [GO:0007018]	cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]; motile cilium [GO:0031514]	cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]; motile cilium [GO:0031514]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; microtubule-based movement [GO:0007018]	ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]	GO:0005524; GO:0005737; GO:0005874; GO:0007018; GO:0008569; GO:0030286; GO:0031514	
A0A0M0JHU8	A0A0M0JHU8_9EUKA	unreviewed	Uncharacterized protein	Ctob_004023	Chrysochromulina tobinii	180						
A0A0M0JDU6	A0A0M0JDU6_9EUKA	unreviewed	Pantetheinase	Ctob_003857	Chrysochromulina tobinii	687	nitrogen compound metabolic process [GO:0006807]		hydrolase activity [GO:0016787]; nitrogen compound metabolic process [GO:0006807]	hydrolase activity [GO:0016787]	GO:0006807; GO:0016787	
A0A0M0JYA7	A0A0M0JYA7_9EUKA	unreviewed	Core alphafucosyltransferase	Ctob_010832	Chrysochromulina tobinii	442	protein glycosylation [GO:0006486]	Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]	Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; fucosyltransferase activity [GO:0008417]; protein glycosylation [GO:0006486]	fucosyltransferase activity [GO:0008417]	GO:0006486; GO:0008417; GO:0016021; GO:0032580	
A0A0M0JQV5	A0A0M0JQV5_9EUKA	unreviewed	Multidrug resistance-associated protein 7-like protein (Fragment)	Ctob_014996	Chrysochromulina tobinii	529		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0016021; GO:0042626	
A0A0M0JTH0	A0A0M0JTH0_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_011285	Chrysochromulina tobinii	263						
A0A0M0K630	A0A0M0K630_9EUKA	unreviewed	Dynein heavy chain 5 (Fragment)	Ctob_016516	Chrysochromulina tobinii	915	microtubule-based movement [GO:0007018]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; microtubule-based movement [GO:0007018]	ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]	GO:0005524; GO:0005737; GO:0007018; GO:0008569	
A0A0M0K594	A0A0M0K594_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_012987	Chrysochromulina tobinii	472						
A0A0M0J5K6	A0A0M0J5K6_9EUKA	unreviewed	Inositol-3-phosphate synthase (EC 5.5.1.4)	Ctob_005985	Chrysochromulina tobinii	838	inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; inositol-3-phosphate synthase activity [GO:0004512]; inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]	inositol-3-phosphate synthase activity [GO:0004512]	GO:0004512; GO:0006021; GO:0008654; GO:0016021	
A0A0M0KBB4	A0A0M0KBB4_9EUKA	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)	Ctob_015594	Chrysochromulina tobinii	381			ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0004707; GO:0005524; GO:0106310; GO:0106311	
A0A0M0JJN3	A0A0M0JJN3_9EUKA	unreviewed	Helicase domain-containing protein	Ctob_005706	Chrysochromulina tobinii	91			helicase activity [GO:0004386]	helicase activity [GO:0004386]	GO:0004386	
A0A0M0K3S9	A0A0M0K3S9_9EUKA	unreviewed	Ankyrin repeat-containing protein	Ctob_013458	Chrysochromulina tobinii	978		extracellular region [GO:0005576]	extracellular region [GO:0005576]; calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509; GO:0005576	
A0A0M0JXW9	A0A0M0JXW9_9EUKA	unreviewed	Uncharacterized protein	Ctob_011443	Chrysochromulina tobinii	905						
A0A0M0J6E9	A0A0M0J6E9_9EUKA	unreviewed	Transcription initiation factor IIF subunit beta	Ctob_000683	Chrysochromulina tobinii	300	transcription initiation from RNA polymerase II promoter [GO:0006367]	transcription factor TFIIF complex [GO:0005674]	transcription factor TFIIF complex [GO:0005674]; DNA binding [GO:0003677]; transcription initiation from RNA polymerase II promoter [GO:0006367]	DNA binding [GO:0003677]	GO:0003677; GO:0005674; GO:0006367	
A0A0M0L6M4	A0A0M0L6M4_9EUKA	unreviewed	Uncharacterized protein	Ctob_013097	Chrysochromulina tobinii	451						
